"day","time","simplifiedLongitude","simplifiedLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Friday","10",0.0675,51.475,2009-05-01,"Special Service","Greenwich","Woolwich",456,"Woolwich","1122333132123",36,0.05
"Friday","14",0.069,51.479,2009-07-10,"Special Service","Greenwich","Woolwich",314,"Woolwich","1122333132123",40,0.06
"Friday","14",0.069,51.479,2009-07-10,"Special Service","Greenwich","Woolwich",314,"Woolwich","1122333132123",15,0.04
"Friday","15",0.069,51.477,2009-05-01,"Special Service","Greenwich","Woolwich",455,"Woolwich","1122333132123",43,0.06
"Friday","15",0.069,51.477,2009-05-01,"Special Service","Greenwich","Woolwich",455,"Woolwich","1122333132123",15,0.04
"Friday","17",0.0675,51.475,2011-03-25,"Fire","Greenwich","Woolwich",427,"Woolwich","1122333132123",18,0.04
"Friday","17",0.0675,51.475,2011-03-25,"Fire","Greenwich","Woolwich",427,"Woolwich","1122333132123",45,0.06
"Friday","17",0.066,51.478,2011-03-11,"Fire","Greenwich","Woolwich",369,"Woolwich","1122333132123",18,0.04
"Friday","17",0.066,51.478,2011-03-11,"Fire","Greenwich","Woolwich",369,"Woolwich","1122333132123",45,0.06
"Friday","18",0.069,51.478,2012-06-08,"False Alarm","Greenwich","Woolwich",316,"Woolwich","1122333132123",42,0.06
"Friday","18",0.069,51.478,2012-06-08,"False Alarm","Greenwich","Woolwich",316,"Woolwich","1122333132123",19,0.05
"Friday","19",0.069,51.479,2012-07-27,"False Alarm","Greenwich","Woolwich",273,"Woolwich","1122333132123",39,0.06
"Friday","19",0.069,51.479,2012-07-27,"False Alarm","Greenwich","Woolwich",273,"Woolwich","1122333132123",17,0.05
"Friday","21",0.069,51.477,2011-11-04,"False Alarm","Greenwich","Woolwich",311,"Woolwich","1122333132123",33,0.06
"Friday","21",0.069,51.477,2011-11-04,"False Alarm","Greenwich","Woolwich",311,"Woolwich","1122333132123",17,0.05
"Friday","21",0.069,51.478,2011-03-18,"Special Service","Greenwich","Woolwich",322,"Woolwich","1122333132123",33,0.05
